"patent_id","名称","申请号","摘要"
"11238002","一种矩形刺参养殖池塘多点进、排水的方法","CN201210239361.2","本发明提供了一种矩形海参养殖池塘多点进水、排水的方法，包括在矩形刺参养殖池的一个短边池壁上设有2～4个进水口，相应地，在对面的池壁上设有2～4个排水口，所述的进水口与排水口一一对称设置，所述的进水口的进水以及进水量由进水闸门控制，所述的排水口的排水以及排水量受排水闸门控制。本发明多点进排水方法能够有效降低池内死水区体积、减少短流现象发生、提高水质和养成刺参成活率及生长速度的方法。"
"11238049","防污抗菌型黄鱼网箱制作方法","CN201110113573.1","防污抗菌型黄鱼网箱制作方法，涉及制作海上养殖网箱的方法。本发明采用浮力系统、网衣系统，其特征是浮力系统采用“防老化高密度聚乙烯双浮管圆柱形框架结构+18只边长为60cm的正方体泡沫板”的组合式浮力形式；网衣系统采用“箱体纵向第一幅网衣+箱体纵向第二幅网衣+网箱箱底网衣”的组合结构网衣形式；网箱箱底网衣装配在已包裹一层聚酰胺复丝经编网的圆形高密度聚乙烯管架上；网箱箱底安装三根交叉力纲，交叉力纲交叉点系缚一根聚丙烯绳索，聚丙烯绳索的另一端系缚两个外包双层防海水腐蚀帆布和尼龙网衣的泡沫浮筒。"
"11238116","蜥形副平牙鰕虎鱼的繁育方法","CN201210362747.2","蜥形副平牙鰕虎鱼的繁育方法，涉及一种水产养殖方法。提供一种蜥形副平牙鰕虎鱼的繁育方法。培育池准备；亲鱼采集和培育；自然产卵和人工处理；肥水育苗。土池内定向培养硅藻解决蜥形副平牙鰕虎鱼亲鱼在水泥池不摄食任何饲料的问题；用敌百虫杀死浮游动物为蜥形副平牙鰕虎鱼仔鱼创造良好的开口摄食环境，解决蜥形副平牙鰕虎鱼仔鱼开口饵料被浮游动物抢食的问题；土池内吊养近江牡蛎，解决蜥形副平牙鰕虎鱼仔鱼土池内开口饵料来源的问题。解决了蜥形副平牙鰕虎鱼仔鱼开口摄食困难的问题，为提高蜥形副平牙鰕虎鱼繁育数量提供了积极有效的途径。"
"11238565","杆牵引型的两轴承线轴","CN200910140154.X","本发明提供一种杆牵引型的两轴承线轴，尽量抑制钓线向开口与凸缘部的外周面的间隙的进入、并且即使液体侵入也不会妨碍卷线筒的自由旋转。两轴承线轴的线轴主体(1)支承卷线筒(4)、卷线筒轴(5)、牵引机构(6)及牵引调节杆(2)。线轴主体(1)具有第1及第2凸缘部(9b、9c)能够进入的第1及第2开口(19a、19b)、第1对置部(19c)和第1退出部(19e)。第1对置部(19c)设在第1开口(19a)的开口端上。第1对置部(19c)在开口端对置于第1凸缘部9b的外周面而能够形成微小的间隙，并且长度比第1凸缘部(9b)的外周面短。第1退出部(19e)在比第1对置部(19c)靠卷线筒轴方向外方比第1对置部(19c)大径地形成。"
"11238611","超大型无核优质珍珠的育成方法","CN200910044294.7","一种超大型无核优质珍珠的育成方法，通过如下步骤育成：种蚌选择，手术接种蚌与小片蚌的选择，接种，手术蚌术后休养，术后休养后注射和珍珠育成。克服了现有淡水超大型珍珠培育周期相对较长、圆珠率低等，这样变相的增加了珠农的成本，降低了生产效益的缺陷，通过本发明养殖出的超大型无核珍珠的比例高达85％以上，优级率达60％以上。本发明培育出的珍珠颗粒大，品质更好，自然销售价格高，这样提高了养殖珍珠的投入产出比，大大提高了珠农的收入，有利于珍珠养殖业的发展。"
"11239053","水产养殖筐和附接系统","CN200880104462.0","本发明涉及一种包括顶筐部(20)，底筐部(30)和至少一个门(40)的水产养殖筐(10)。顶筐部(20)和底筐部(30)包括用于将顶筐部(20)和底筐部(30)连接在一起的连接装置(22，24)。顶筐部(20)和底筐部(30)可以互相转换，从而降低加工成本并且使筐(10)的装配更加容易。顶筐部(20)、底筐部(30)和至少一个门(40)形成用于储藏水产品的围栏。筐(10)在筐(10)的任一端上典型地包括门(40)。顶筐部和底筐部(20，30)典型地结构相同。本发明还涉及一种水产养殖筐附接系统，该水产养殖筐附接系统包括与筐(10)整体地形成或者能够连接到筐(10)的连接区域(32)和被设置为附接到所述连接区域(32)的连接构件(50)。连接区域(32)包括多个连接部，连接部被设置使得连接构件(50)能够在一个以上可选择的位置上被附接到连接区域(32)，从而水产养殖筐(10)能够借助于连接构件(50)被附接到支撑线(100)或者其他部分上。"
"11239066","箱网","CN201010206317.2","一种箱网，包含多数个网体单元。每一个网体单元包括一个侧面部及一个底面部。所述侧面部彼此互相连接并围绕结合成一个环形侧面。所述底面部是分别自所述侧面部向外延伸且彼此互相连接，并结合成一个底面。该环形侧面与该底面相配合地界定出一个容置空间。在实际制造时，只须先将所述侧面部围绕连接以结合成该环形侧面，再将所述底面部全部连接起来就能够使用，不但能够有效地简化制造过程，还能够降低生产时所需耗费的成本。"
"11240681","飞钓轮用线轴","CN200980157751.1","本发明的一实施例结构的飞钓轮用线轴，能够旋转地设置在安装于飞钓杆的框架(110)，用于卷绕飞钓线，其特征在于，包括：旋转框架(120)，其能够旋转地结合在所述框架(110)的内部；卷筒(150)，其在与所述旋转框架(120)结合的部分的内周面形成有锁紧卡止部(152)，并在外周面上能够卷绕或解开飞钓线；锁紧球(130)，其设置成能够向所述旋转框架(120)的外周面进出；弹性支撑机构，其弹性支撑所述锁紧球(130)，使得锁紧球(130)向所述旋转框架(120)的外周面突出，当所述卷筒(150)和所述旋转框架(120)结合时，使所述锁紧球(130)以单触方式卡在所述卷筒(150)的内周面的所述锁紧卡止部(152)来进行动作。"
"11240957","基于生态系统水平的陆基海水循环养殖方法","CN201110262859.6","本发明提供高效、节能、减排的基于生态系统水平的陆基海水循环养殖方法，于陆地上建立与海洋隔离的整体海水循环系统，该整体海水循环系统被区分为高位养殖区、滤食养殖区、耐盐植物湿地以及生态净化区，向该整体海水循环系统中注入海水，海水依次流过高位养殖区、滤食养殖区、耐盐植物湿地以及生态净化区后回到高位养殖区，高位养殖区进行能量输入型的海洋经济生物的养殖生产作业，滤食养殖区进行微藻培养作业以及滤食微藻的海洋经济生物的养殖生产作业，耐盐植物湿地开展可吸收营养盐的耐盐植物种植作业，生态净化区开展水质生态净化作业。"
"11241055","宠物用项圈绳索连接扣","CN201110323208.3","一种宠物用项圈绳索连接扣，包括连接扣本体，所述的连接扣本体内斜向设置有一导向通孔，该导向通孔通至连接扣本体下端向内侧弯曲形成的弧形凹槽的底部，靠近弧形凹槽底部的导向通孔处设有用于活动销止位的卡位凸台；一活动销穿置于该导向通孔和对应于该到导向通孔的位于钩状转体上的通孔内，并可在其内运动；所述的活动销包括一销柄、一销轴和一防转柱，所述的销轴和防转柱平行固定于销柄的一端，所述的销轴的外圆周上设有环形凹槽，该环形凹槽上套有一弹簧；所述的销柄与弧形凹槽相适配；所述的防转柱可在设置于连接扣本体上平行于导向通孔的盲孔内运动。本发明设计合理，可广泛应用于各种连接扣场合。"
"11241207","猪舍应用刮板式清粪机","CN201110433127.9","本发明公开了一种猪舍应用刮板式清粪机，包括驱动装置、检测装置、牵引绳、转角轮、刮粪装置、控制电箱，所述刮粪装置包括牵引调整架、拉杆装置、刮粪板、侧板机构，所述牵引调整架与侧板机构固定连接，并与拉杆装置滑动连接，所述拉杆装置包括牵引环、拉杆、限位轴、拨杆、棘爪装置，牵引环和棘爪装置分别设在拉杆的两端，与牵引绳相连，拨杆和限位轴设在拉杆上，拉杆与牵引调整架连接的滑动连接器与限位轴接触连接，所述刮粪板的上端与拨杆接触连接，在刮粪板上安装有刮板转轴与侧板机构上的支撑短轴相连，该机结构合理，可实现机械化清粪，降低劳动强度，提高生产率。"
"11241507","一种虾料投放设备及其虾料投放的方法","CN201210008816.X","本发明公开了一种虾料投放设备及其虾料投放的方法，所述虾料投放设备包括人机交互模块、控制模块和自动巡塘装置，所述控制模块包括CPU和计数器，CPU与计数器连接；所述自动巡塘装置包括储料箱、定量下料器和撒料箱；撒料箱的底部设置有撒料口；所述人机交互模块和控制模块通过电连接，控制模块与自动巡塘装置和定量下料器连接。采用本发明可实现全自动设计，只要用户输入时间参数就可以自动投料，可以实现全天24小时定时定量投放虾料，很好地适用于不同形状、不同大小的池塘进行投料；可以更好地、均匀地、准确地将虾料抛撒到虾的采食点，提高投料效果；本虾料投放设备实现自动投料，无需人力操控，节省大量人力物力。"
"11241818","大鼠抗阻锻炼和后肢肌肉力量测试装置","CN201210060282.5","本发明属于动物实验技术领域，特别涉及一种大鼠生理实验装置。其技术方案是：一种大鼠抗阻锻炼和后肢肌肉力量测试装置，其特征是：它包括：抗阻力锻炼装置，光刺激器(7)，电刺激器(16)，控制器(15)，测量记录装置(17)。本发明通过光刺激和电刺激结合使大鼠建立对光和电的反射，使大鼠举起一定的重量，通过改变负载重量达到锻炼或测试的目的，还可以进行大鼠后肢力量的评价，且实验过程操作简单方便。"
"11241850","一种水车式增氧机","CN201110162504.X","本发明属于水产养殖机械，涉及一种水车式增氧机，包括叶轮、浮体、主机、传动轴、轴承座组成，浮体由薄壁的不锈钢方管进行连接，方管上有穿过螺栓的孔，由螺栓通过方管孔使二个以上的浮船组合成浮体，方管孔上面有加固板，浮船两侧有凹槽，螺栓固定在凹槽位置内；叶轮由叶片和叶轮盘组成，叶轮盘上有一起注塑成型的止退机构，弹性的止退条一端和叶轮盘的直边注塑成一体，另一端悬空，叶片装配到位后止退条复位，防止叶片退出。"
"11241851","一种鱼体跨上皮电位测定装置","CN201210134332.X","本发明涉及一种鱼体跨上皮电位测定装置，包括测试室、测定电极、参比电极、内循环进出水管和外循环进出水管，所述测试室周边设有溢水口，所述溢水口通过密封塞密封；所述测定电极和参比电极一端与pH计相连，另一端穿过密封塞接入测试室，测定电极接入待测的鱼体内，参比电极接入测试室的水环境中；所述测试室前后两端各开有两个接口；所述内循环进出水管的一端与所述测试室前端的一个接口相连，另一端与测试室后端的一个接口相连；所述内循环进出水管上设有溶解氧电极密封接口；所述外循环进出水管一端与测试室前端的另一个接口相连，另一端通过蓄水槽与测试室后端的另一个接口相连。本发明可以测定活体状态下鱼体跨上皮电位。"
"11242996","一种舵轮形定位环","CN200910139574.6","本发明涉及海上浮筏养殖网笼上的一种舵轮形定位环，以满足一种新技术——网笼水下自动清洗装置(圆环形网刮)的配套定位。其技术方案是：由圆环形舵圈和片状条形舵把组成舵轮形定位环，舵圈的内径小于网龙上下隔板的直径20-30毫米，舵把顶端到舵心的半径大于圆环形网刮内环半径80毫米以上，将网笼上下隔板围弯后分别套入舵轮形定位环，再将片状条形舵把分别折弯，将圆环形网刮套装在网笼上(或从网笼上取出)，完成操作后，舵把能自动恢复平直状态以阻止圆环形网刮在水下脱离网笼。该舵轮形定位环可采用有一定弹性的塑料一次性注塑或压塑成型。本发明的有益效果是：省工、省时、操作方便、降低成本。"
"11242997","一种舵轮形网笼隔板","CN200910139575.0","本发明涉及海上浮筏养殖网笼上的一种上下隔板，是将现有的网笼上下隔板改造成舵轮形，以满足一种新技术——网笼水下自动清洗装置(圆环形网刮)的配套需要。其技术方案是：选择有一定弹性的塑料将网笼上下隔板一次性注塑或压塑成舵轮型，按传统方法将其与网衣和其它网笼中间隔板组装成上下隔板为舵轮形的网笼。舵轮的圆环部分直径与网笼中间隔板的直径相同，舵把为片状条形，其顶端到舵心的半径大于圆环形网刮的内环半径80毫米以上。该舵轮形网笼隔板能使套装在网笼上的圆环形网刮在海水中上下都不能脱离网笼，但在人工作用下可将舵把部分折弯，使圆环形网刮通过隔板方便的套装在网笼上。其有益效果是：省工、经济、结构简单、操作容易。"
"11243222","以蚯蚓养殖为基础的绿色农业循环生产方法","CN201010268037.4","本发明涉及以蚯蚓养殖为基础的绿色农业循环生产方法，包括以下步骤：步骤1将家畜粪便和农作物添加料混合后发酵；所述农作物添加料为棉子皮、秸秆、玉米芯和麦草中的一种或多种；步骤2用发酵产物养殖蚯蚓；步骤3将蚯蚓产生的蚯蚓粪便和农作物添加料在55℃-65℃进行堆积、混合后用于栽培食用菌；步骤4将产出食用菌后的菌渣、蚯蚓、蚯蚓粪便以及粮食混合后经过微生物发酵；步骤5利用发酵产物养殖家畜；步骤6在家畜产生的家禽粪便中加入农作物添加料，重复进行步骤1至步骤6。本发明解决了现有技术中农作物、肉蛋奶中的病菌病毒和药物残留的技术问题，具有节约资源、绿色环保的优点。"
"11243976","水产养殖网和漂浮结构","CN200980137871.5","本发明的水产养殖笼的一个示例性实施方案包括浮力结构，其配置为漂浮在水面上；水产养殖网部分，其由可被盐水腐蚀的材料制成并且连接所述浮力结构用以将所述水产养殖网部分的顶部设置在水面下一定距离处，其中所述水产养殖网部分从所述水产养殖网部分的顶部到所述水产养殖网部分的底部封闭所述笼的内部以将海洋生物保留在其内；以及上封闭部分，其封闭所述水产养殖网部分的上方空间用于防止海洋生物从水产养殖网部分的顶部上方逃脱，其中所述上封闭部分包括基本不被盐水腐蚀的材料。"
"11244065","一种离心式活化曝气增氧机","CN201110124697.X","本发明公开了一种离心式活化曝气增氧机，包括驱动设备；负压供氧管；套设在负压供氧管外侧的外管，其上开设有若干进水孔；设置在外管底部的增压导流管总成，其具有成辐射状倾斜分布的若干增压导流管；与驱动设备相连的锥体离心桨，该锥体离心桨嵌入增压导流管总成内，锥体离心桨的中上锥体与其上锥体之间形成的离心桨上进水通道，其中下锥体与其下锥体之间形成离心桨下进水通道，其离心桨上进水通道和离心桨下进水通道之间具有与负压供氧管相通的负压进氧通道。本发明能够对底层和上层水中的有害气体进行有效的消除，排水的过程中，自动形成负压，将外部的氧气导入充分与水混合形成微小氧泡，通过增压导流管总成向周围更大面积的抛出。"
"11244937","一种去除鱼类土腥味的养殖系统","CN201110383147.X","本发明涉及去除鱼类土腥味的养殖设施，一种去除鱼类土腥味的养殖系统，矩形的养殖池(1)呈S形流道池(2b)；在始端配置至少一台生化过滤箱(4)；在末段直段流道池(2d)的末端依次设置三块横间隔墙(7)，相继形成第一集水渠(10)、潜流湿地(9)和第二集水渠(8)；在第一集水渠(10)中设置一台水泵(11)，通过管路(3)至生化过滤箱(4)的入口，生化过滤箱(4)的出口直接流入最终流道池(2d)；潜流湿地(9)的底层基质为陶粒，在陶粒上面种植水生植物；流道池(2)的池底覆盖10—15厘米作为生物填料的陶粒，流道池(2)内种植30%面积的水草，养殖鱼类放养密度6—15公斤/立方米，水流速度为3—10厘米/分钟；本发明构建生态环境控制对鱼类土腥味产生影响的负面因素，建立一种去除鱼类土腥味的养殖系统。"
"11245004","运动式环保型表里增氧机","CN201110319942.2","本发明公开了一种运动式环保型表里增氧机，它包括载体、增氧机构、轴心旋转总成和伸缩牵制杆，载体包括两个浮筒、抱箍和钢管带扣件；增氧机构通过支撑杆安装在两个浮筒之间，增氧机构包括主机、通过支撑杆安装在主机上方的电机、安装在电机外的聚氧罩筒和安装在两个浮筒内侧的采气管，聚氧罩筒的底部设置有与主机相连通的排气管；轴心旋转总成通过其底部设置的总成基座固定在水体中心的基桩上；伸缩牵制杆的两端分别通过L轴总成与轴心旋转总成和载体连接，伸缩牵制杆上设置有与轴心旋转总成和载体连接的电缆线。该增氧机适用于不同水深的鱼池增氧，能增氧、增肥、改善水质，还可作为污水和工业废水处理。"
"11245136","提高卤虫卵孵化率的方法","CN201210080233.8","本发明公开了一种提高卤虫卵孵化率的方法，所述卤虫卵的孵化在孵化培养基中进行，在所述孵化培养基中加入葡萄糖氧化酶和葡萄糖，所述葡萄糖氧化酶的添加量为10～100mg/L孵化培养基，所述葡萄糖的添加量为30～80mg/L孵化培养基，所述卤虫卵在所述孵化培养基中的密度≤6g干卤虫卵/L孵化培养基。由于在孵化培养基中加入的葡萄糖氧化酶能够促使滞育卵在孵化期间产生自由游动的卤虫无节幼体，因此可明显提高孵化效率，利用本发明提供的方法，24小时内卤虫卵的孵化率可以达到48小时可孵化量的90％以上。"
"11245403","吸水处理材及其制造方法","CN201180004504.5","本发明提供吸水处理材，所述吸水处理材在使用前不显色，仅在使用后可对检査结果进行判定，其具有粒状芯部和被覆上述粒状芯部的被覆层部。本发明的吸水处理材的特征在于，被覆层部由重量百分比90%～96%的基材与重量百分比10%～4%的排泄物检査用材料构成，上述排泄物检査用材料含有多孔质吸附剂和排泄物检査用指示剂，上述多孔质吸附剂具有微细孔，且吸附率重量百分比为25%以上，上述排泄物检査用指示剂吸附于上述多孔质吸附剂的上述微细孔，相对于被覆层部的总量，上述排泄物检査用指示剂的添加量在重量百分比0.015%～0.10%的范围内。"
"11245539","一种大鲵亲本选育方法","CN201210150134.2","本发明公开了一种大鲵亲本选育方法，它包含以下步骤：建设大鲵亲本选育池；选育池消毒；大鲵亲本的初选；大鲵亲本的消毒；对每条成鲵单独用呋喃类药物每立方米水体0.15～0.25g或亚甲基0.3～0.6g兑水浸泡5～8分钟，然后将药水和编号后的成鲵一同轻轻放入选育池内单独养殖；选育试验；对剩下的成鲵亲本强化培养，进行催产前的准备。本发明的有益效果是：通过个体强壮性选育、酸碱度适应性选育、盐度驯化选育逐步筛选大鲵亲本，提高了大鲵亲本的个体强壮度、抗水质刺激以及抗病性，提高了养殖效益。"
"11245584","一种育肥猪的养殖方法","CN201210207450.9","本发明公开了一种肥猪的养殖方法，按照猪的不同生长、生理阶段，将肥猪的生长分为哺乳诱食期、断奶应激期、仔猪培育期、生长发育期、育肥增重期，哺乳诱食期饲喂接近母乳的营养和气味、诱食性好的饲料，断奶应激期饲喂抗腹泻、维护肠道健康、营养浓度高的饲料，仔猪培育期饲喂增强免疫力、促进生长、锻炼肠道的饲料，生长发育期饲喂增加骨骼营养、增加蛋白质合成的饲料，育肥增重期饲喂高能高氨基酸的饲料，该方法按照猪的生理发育阶段和应激状况设计饲料，采用该方法饲养育肥猪具有死亡率低、生长速度快，饲养周期短，料肉比低，出栏体重大等优点，降低了生猪的养殖成本，提高了生猪养殖的经济效益。"
"11245627","一种获得母鸡和不同公鸡交配时纯种后代的方法","CN201210246014.2","本发明提供了一种获得母鸡和不同公鸡交配时纯种后代的方法，该方法是母鸡停止和前一种公鸡交配N天后，再更换另一种不同遗传背景的公鸡交配，从所述母鸡和后一种公鸡交配的M天后再开始收集种蛋，N+M≥14，其中，N≥0，M≥2，所得种蛋为后一种公鸡的纯种后代。当所述N≥12，从所述母鸡和后一种公鸡交配的M天后再开始收集种蛋，M≥2，所得种蛋为后一种公鸡的纯种后代。当所述N<12，从所述母鸡和后一种公鸡交配的M天后再开始收集种蛋，M≥14-N天，所得种蛋为后一种公鸡的纯种后代。优选的N+M=14天，这比传统方法提前了一周的时间且操作简便可靠，更有效的得到纯种后代。"
"11245703","一种褐毛鲿全人工育苗方法","CN201210226850.4","本发明公开了一种褐毛鲿全人工育苗方法，方法包括：从自然海区获得原种亲鱼、亲鱼强化培育、人工催产、受精卵孵化、仔稚幼鱼室内人工培育，及仔鱼期室内营养强化培育与仔鱼期后移入土池生态育苗，培育成大规格种苗等步骤，本发明提供了一种适合褐毛鲿苗种规模化生产模式。人工繁育成功的第一世代幼鱼经过三年的养殖，培育出性成熟的第一代子代亲鱼，利用第一代子代亲鱼繁育出第二世代幼鱼，实现全人工育苗。突破了因褐毛鲿属于濒危鱼种，亲鱼来源极其困难的瓶颈，实现褐毛鲿大规模人工繁育和养殖产业化。"
"11245773","一种蛋品自动分级系统及其工作方法","CN201210342779.6","一种蛋品自动分级系统及其工作方法。涉及一种蛋品自动分级系统及其工作方法。本发明针提出了一种能实现完全自动化的蛋品自动分级系统。包括控制器、机架、蛋品传送链、垂直于机架长度方向设置的至少两组分级包装线和每组分级包装线上的出蛋装置；出蛋装置包括设在蛋品传送链侧面的剔蛋装置和设在蛋品传送链另一侧面处于剔蛋装置正对面偏下方位置的落蛋机构；蛋品传送链的进口端设有称重装置；称重装置和所述编码器分别连接控制器；按以下步骤工作：1)分级设定；2)编号；3)进蛋；4)称重；5)分级；6)剔蛋；7)落蛋；8)卸蛋；9)包装。本发明操作简单、使用方便、自动化程度高，使得生产效率得到大幅提升。"
"11247500","水槽内清扫工具","CN200980129667.9","一种水槽内清扫工具，该水槽内清扫工具利用虹吸作用。在该水槽内清扫工具中，通过在汲取管(P)的主体部分(1)与把持部分(2)之间的弯曲连接部设置的汲取操作工具(A)的按压操作，对上游侧单向阀(Vu)与下游侧单向阀(Vd)之间的水通路(24)内加压或者减压，将主体部分(1)的水槽水抽吸到汲取管(P)内。由此，能够通过极其简单的操作将水槽水内的残饵等污物与污水一起汲取至外部。"
"11247980","一种种养结合的农田泥鳅低碳化养殖方法","CN201010170789.7","本发明涉及一种泥鳅养殖方法。一种种养结合的农田泥鳅低碳化养殖方法，它在满足玉米、芋艿或水稻种植要求的农田中养殖泥鳅，它包括：步骤一，在农田中开沟起垄，垄间沟的沟宽以窄带和宽带间隔，垄间沟的沟深以浅沟和深沟间隔，各垄间沟均连通农田四周边缘沟，以确保各沟之间通畅，每垄每隔30m-80m筑1-2个土坡；步骤二，在垄间沟内按照每亩20000-50000尾的数量投放鳅种养殖泥鳅；步骤三，在步骤一所筑土坡上种植作物；步骤四，在垄台上按照100-350kg/亩的数量投放蚯蚓。本发明改变了传统泥鳅养殖方法与农田单纯种植作物收益低等问题，又能充分利用农田耕地资源，改善农田生态环境。该技术可实现一次性投入，多年受益等特点。"
"11248485","基于红外热像跟踪的无偏性动物行为测定实验系统","CN201110184770.2","本发明公开了一种基于红外热像跟踪的无偏性动物行为测定实验系统，由硬件装置和红外热像跟踪测定系统两部分组成，硬件装置包括箱体、置于箱体内的动物活动盒以及与箱体连通的新风系统；测定系统由系统硬件和测定软件组成，系统硬件包括红外热像成像仪、红外热像视频采集卡和计算机，红外热像成像仪通过数据线连接计算机并置于箱体顶部，红外热像视频采集卡和测定软件安装在计算机上，测定软件包括以下模块：红外热像视频采集、参数设置、动物轨迹计算、特征数据计算、结果格式化显示和保存。该实验系统鼠类行为数据的采集在低噪声、暗环境条件下进行，不会干扰鼠类的正常活动；结合红外热像跟踪测定系统，可以测定多种参数，使结果分析更全面。"
"11248550","圆形金属网箱的结构及其制备方法","CN201010260177.7","圆形金属网箱的结构及其制备方法，本发明由网箱箱体网衣和网箱框架组成，其特征是网箱箱体网衣由超高强编织网+金属斜方网+合成纤维网衣的复合结构网衣构成，网箱箱体底部网衣上装配垂直交叉的纲绳成网格形，网箱箱体底部网衣用防污剂进行防污处理，再用高强度绳索装配在圆形高密度聚乙烯管上，在网箱箱体侧面网衣上安装水平纲绳及垂直纲绳，网箱采用圆形高密度聚乙烯双浮管为网箱浮管内、外框，双浮管下方沿周长均匀排布泡沫浮子，网箱箱体的复合结构网衣吊挂在网箱框架的扶手架及其浮管内框上，扶手架与网箱箱体第一幅网衣的上水平纲绳连接，浮管内框与泡沫浮子间的连接绳、网箱箱体第一幅网衣的下水平纲绳连接。本发明用于渔业网箱。"
"11248673","新型禽类养殖用网板架成型工艺","CN201110180325.9","本发明涉及一种新型禽类养殖用网板架成型工艺，其特征在于，按如下步骤构成：a.将截面成矩形状且上端面设有导向槽的三根边框条连接在一起构成网板架矩形体的其中三条边；b.将与步骤a中的截面结构一致且不具有导向槽的边框条连接在步骤a形成的结构中，并最终构建一个网板架矩形体；c.将步骤b中新添置的边框条和与其对应且带有导向槽的边框条之间焊接一根与步骤a中的截面结构一致且不具有导向槽的边框条；d.将网板沿导向槽一一插入，实现网板架成型。本发明生产工艺简单，且成品结构强度高，便于组装，易消毒，节能环保，不产生锈蚀情况，可循环利用，从而降低生产成本。"
"11248674","新型禽类养殖用网板框架","CN201110180352.6","本发明涉及一种新型禽类养殖用网板框架，包括由边框条构成的矩形框和与矩形框滑动配合的网板，其特征在于：所述矩形框的边框条截面成矩形状，且其中三条边框条的上端面设有用以导入网板并实现与网板滑动配合的导向槽，剩余一条边框条的内侧中部与该边框条对应的边框条内侧中部之间焊接有一条支撑边框条，上述五条边框条构成日字形结构。本发明结构简单，强度高，便于组装，易消毒，节能环保，不产生锈蚀情况，可循环利用，从而降低使用成本。"
"11248977","一种捕食螨以线虫为食的个体发育的观察装置及其制备方法和使用方法","CN201110385769.6","本发明公开了一种捕食螨以线虫为食的个体发育的观察装置及其制备方法和使用方法。本观察装置包括培养皿、离心管盖、胶体平板和黑色贴纸；离心管盖位于培养皿的内部，离心管盖的顶面贴有黑色贴纸并通过双面胶倒置粘贴固定于培养皿的底部；离心管盖的内部装有胶体平板，胶体平板由琼脂糖和去离子水按1∶50的配比组成。本发明的观察装置的透气性好，观察范围集中，可以充分保障捕食螨生长发育所需的湿度，并能有效防止捕食螨的逃逸丢失，而且能使线虫存活的时间更长，可以对捕食螨以线虫为食的生长发育和繁殖情况进行持续地观察，提高观察数据的准确性和科学性。"
"11249185","一种鱼类摄食竞争力的测定方法","CN201010599878.3","一种鱼类摄食竞争力的测定方法，本发明选取大小相似的驯养鱼类和野生鱼类，按品系的不同分开暂养于两个室内养殖缸中；其特征是测定单尾驯养鱼类和野生鱼类的最大摄食量和操纵处理下沉式颗粒饵料的时间；采取单颗逐次投喂的方式，在实验期间以鱼类个体的最小摄食量的1/2来投喂，两颗饵料的投喂时间间隔保持在最大吞咽时间以上；正式测定竞争力的前3天，用下沉式颗粒饵料投喂实验鱼，确定最小摄食量和投喂时间间隔，使实验鱼对测定环境的适应；延续上述的投喂方式，用摄像记录系统记录投喂前后、投喂过程中驯养鱼类和野生鱼类的摄食行为以及争斗行为；调取录像资料，观察并统计摄食量；活动频次；侵犯互作频次；摄食区停留时间。"
"11249280","一种利用地膜虾塘规模化养殖方斑东风螺的方法","CN201110307539.8","一种利用地膜虾塘规模化养殖方斑东风螺的方法，根据池塘养殖的特点，我们选择地膜虾塘，设计新型底质，主要考虑及时清除过量累积的养殖动物的残饵、螺便，以及在低溶氧状态下底质中的有害物质。同时根据东风螺底栖、可以暂时离水而不受影响的特点，采取定期全部排干水，再换新鲜海水的技术，有力地改变底质条件，清除养殖废物，更新底质理化因素的数值范围，保证在8-10个月的养殖过程中，底质能够满足东风螺持续生长的要求。本发明保证在8-10个月的地膜虾塘养殖方斑东风螺过程中，长期保持沙底清洁，为底栖的方斑东风螺提供良好生活场所。并简便高效，可操作性强，成本低而适用于虾塘规模化养殖方斑东风螺商品螺。"
"11249348","母猪散养精确饲喂设备","CN201210069217.9","本发明公开了一种母猪散养精确饲喂设备，包括由两排护栏形成一条采食通道，采食通道自后向前依次设有进口门、中间门和出口门，采食通道在中间门和出口门之间设有精确下料系统，进口门、中间门和出口门之间设有开闭门联动装置。本发明设计新颖、结构简单、易于制造、成本低廉、联动效果好、自动化程度高、易于维护，实用性强，易于推广应用。"
"11249349","一种硬蜱模型的转基因动物生物安全评价方法","CN201210044642.2","本发明公开了一种硬蜱模型的转基因动物生物安全评价方法，通过比较转基因动物和对应非转基因动物的蜱感染率和饱血率、饱血雌蜱的产卵量和幼蜱孵化率、以及第二代蜱的生物学变化，评价转基因对环境生物的影响；并利用成蜱在转基因动物体表吸血后产卵，然后孵化成幼蜱的生物学特征，通过幼蜱体内有无转基因的特异性检测，判断转基因有无漂移。本发明方法具有科学性和实用性，是一种行之有效的转基因动物生物安全评价方法。"
"11249567","一种昆虫跟踪装置","CN201210118935.0","本发明公开一种跟踪昆虫的装置，包括旋转底座，其特征是：一支撑杆的下端与所述旋转底座的顶部垂直配合连接；一喇叭型发射腔与所述支撑杆的上部连接，在所述喇叭型发射腔内壁上设有红外线接收放大器和声音接收放大器；一电磁铁设在支撑杆的下部，所述红外线接收放大器和所述声音接收放大器分别与所述电磁铁电连接；一位置判断装置设在旋转底座上，所述位置判断装置由霍尔片、与霍尔片电连接的编码器、与编码器电连接的带显示器的单片机构成；所述霍尔片与所述电磁铁对应。本发明能够直接判断飞鸟、昆虫的飞行方向和行动轨迹，进而研究飞鸟、昆虫等的生活习性等。"
